bundle_version,source_scope,source_file,row_kind,row_order,payload_json
2026-08-15.lossless-project-input-bundle.v1,data/delay_events.csv,01-data/import_templates/delay_events.csv,schema,0,"{""headers"":[""project_id"",""Primary Event ID"",""Activity ID"",""Activity Name"",""BL Start"",""BL Finish"",""Start"",""Finish"",""Delayed duration"",""Overlap Start"",""Overlap Finish"",""BL Critical Path"",""Current Critical Path"",""Delayed duration after overlap""],""source_sha256"":""cd20f290489abb01ecff3d6a636c5e129c2085c29affff951b9b7b3a5bf14726""}"
2026-08-15.lossless-project-input-bundle.v1,data/delay_events.csv,01-data/import_templates/delay_events.csv,data,1,"[""Suez-Tunnel"",""Delay in employer free issue steel supply"",""CON-ST-EXC-1010"",""Open cut excavation and shoring"",""29-Oct-25"",""27-Jan-26"",""14-Nov-25"",""22-Feb-26"",""-26"",""14-Nov-25"",""22-Feb-26"",""Yes"",""Yes"",""26""]"
2026-08-15.lossless-project-input-bundle.v1,data/delay_events.csv,01-data/import_templates/delay_events.csv,data,2,"[""Suez-Tunnel"",""Late IFC / design clarification"",""CON-ST-RFT-1020"",""RFT for base slab reinforcement"",""28-Dec-25"",""25-Jan-26"",""18-Jan-26"",""26-Feb-26"",""-32"",""18-Jan-26"",""26-Feb-26"",""Yes"",""No"",""32""]"
2026-08-15.lossless-project-input-bundle.v1,data/delay_events.csv,01-data/import_templates/delay_events.csv,data,3,"[""Suez-Tunnel"",""Delayed RFI response"",""CON-ST-CON-1030"",""Concrete casting for base slab"",""28-Jan-26"",""21-Feb-26"",""23-Feb-26"",""31-Mar-26"",""-38"",""23-Feb-26"",""31-Mar-26"",""Yes"",""Yes"",""38""]"
2026-08-15.lossless-project-input-bundle.v1,data/delay_events.csv,01-data/import_templates/delay_events.csv,data,4,"[""Suez-Tunnel"",""Access constraint and traffic diversion"",""CON-ST-WALL-1040"",""Tunnel wall reinforcement and formwork"",""26-Feb-26"",""27-Apr-26"",""29-Mar-26"",""10-Jun-26"",""-44"",""29-Mar-26"",""10-Jun-26"",""No"",""No"",""44""]"
2026-08-15.lossless-project-input-bundle.v1,data/delay_events.csv,01-data/import_templates/delay_events.csv,data,5,"[""Suez-Tunnel"",""MEP sleeve coordination delay"",""CON-ST-SLAB-1050"",""Roof slab reinforcement and concrete"",""27-Apr-26"",""1-Jul-26"",""2-Jun-26"",""20-Aug-26"",""-50"",""2-Jun-26"",""20-Aug-26"",""No"",""Yes"",""43""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,schema,0,"{""headers"":[""project_id"",""activity_id"",""activity_name"",""period"",""BAC"",""AC"",""EV"",""PV"",""CPI"",""SPI"",""CV"",""SV""],""source_sha256"":""7560e8256e0adb2957234c0dcbb39ed29ab4158e4bd73ca312951e685a916122""}"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,1,"[""Suez-Tunnel"",""KD-MS-1000"",""Project Start Date"",""May-26"",""15060240.96"",""15963855.42"",""15060240.96"",""15060240.96"",""0.94"",""1.00"",""-903614.46"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,2,"[""Suez-Tunnel"",""KD-MS-1010"",""Contract Agreement"",""May-26"",""15060240.96"",""15963855.42"",""15060240.96"",""15060240.96"",""0.94"",""1.00"",""-903614.46"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,3,"[""Suez-Tunnel"",""KD-MS-1020"",""IFC Drawing Package"",""May-26"",""15060240.96"",""15963855.42"",""15060240.96"",""15060240.96"",""0.94"",""1.00"",""-903614.46"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,4,"[""Suez-Tunnel"",""KD-MOB-1000"",""Mobilization and temporary facilities"",""May-26"",""30120481.93"",""31927710.84"",""30120481.93"",""30120481.93"",""0.94"",""1.00"",""-1807228.92"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,5,"[""Suez-Tunnel"",""SUR-ST-1010"",""Topographic survey and utility detection"",""May-26"",""30120481.93"",""31927710.84"",""30120481.93"",""30120481.93"",""0.94"",""1.00"",""-1807228.92"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,6,"[""Suez-Tunnel"",""E-SUB-ST-1020"",""Tunnel alignment shop drawings"",""May-26"",""45180722.89"",""39750000.00"",""37500000.00"",""45180722.89"",""0.94"",""0.83"",""-2250000.00"",""-7680722.89""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,7,"[""Suez-Tunnel"",""E-APP-ST-1020"",""Approval of tunnel alignment shop drawings"",""May-26"",""45180722.89"",""31800000.00"",""30000000.00"",""36144578.31"",""0.94"",""0.83"",""-1800000.00"",""-6144578.31""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,8,"[""Suez-Tunnel"",""P-MDEL-ST-1000"",""Delivery of waterproofing membrane and steel"",""May-26"",""75301204.82"",""47700000.00"",""45000000.00"",""54216867.47"",""0.94"",""0.83"",""-2700000.00"",""-9216867.47""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,9,"[""Suez-Tunnel"",""CON-ST-EXC-1010"",""Open cut excavation and shoring"",""May-26"",""150602409.64"",""108650000.00"",""102500000.00"",""123493975.90"",""0.94"",""0.83"",""-6150000.00"",""-20993975.90""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,10,"[""Suez-Tunnel"",""CON-ST-RFT-1020"",""RFT for base slab reinforcement"",""May-26"",""150602409.64"",""79500000.00"",""75000000.00"",""90361445.78"",""0.94"",""0.83"",""-4500000.00"",""-15361445.78""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,11,"[""Suez-Tunnel"",""CON-ST-CON-1030"",""Concrete casting for base slab"",""May-26"",""150602409.64"",""55650000.00"",""52500000.00"",""63253012.05"",""0.94"",""0.83"",""-3150000.00"",""-10753012.05""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,12,"[""Suez-Tunnel"",""CON-ST-WALL-1040"",""Tunnel wall reinforcement and formwork"",""May-26"",""150602409.64"",""33125000.00"",""31250000.00"",""37650602.41"",""0.94"",""0.83"",""-1875000.00"",""-6400602.41""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,13,"[""Suez-Tunnel"",""CON-ST-SLAB-1050"",""Roof slab reinforcement and concrete"",""May-26"",""150602409.64"",""6625000.00"",""6250000.00"",""7530120.48"",""0.94"",""0.83"",""-375000.00"",""-1280120.48""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,14,"[""Suez-Tunnel"",""MEP-ST-DRN-1060"",""Drainage and pump station rough-in"",""May-26"",""90361445.78"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,15,"[""Suez-Tunnel"",""FIN-ST-RD-1070"",""Road reinstatement and asphalt works"",""May-26"",""90361445.78"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,16,"[""Suez-Tunnel"",""TST-ST-1080"",""Integrated testing and commissioning"",""May-26"",""30120481.93"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/evm.csv,01-data/import_templates/evm.csv,data,17,"[""Suez-Tunnel"",""KD-MS-9000"",""Substantial Completion"",""May-26"",""15060240.96"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00"",""0.00""]"
2026-08-15.lossless-project-input-bundle.v1,data/ifc_conflict.csv,01-data/import_templates/ifc_conflict.csv,schema,0,"{""headers"":[""project_id"",""Activity ID"",""Activity Name"",""Original Duration"",""Start"",""Finish"",""Approved structural slab shop drawings"",""Re-Start"",""Finish.1"",""Delayed days"",""Note""],""source_sha256"":""113821774ac04e6a12e1ea01ef2658bc29d31ab04f767190bd4e8888b881d376""}"
2026-08-15.lossless-project-input-bundle.v1,data/ifc_conflict.csv,01-data/import_templates/ifc_conflict.csv,data,1,"[""Suez-Tunnel"",""E-SUB-ST-1020"",""Tunnel alignment shop drawings"",""18"",""6-Oct-25"",""26-Nov-25"",""30-Apr-26"",""1-May-26"",""19-May-26"",""-190"",""Mock record: revised IFC/design clarification affected tunnel sequence; restart allowed after approved drawings and coordination closure.""]"
2026-08-15.lossless-project-input-bundle.v1,data/ifc_conflict.csv,01-data/import_templates/ifc_conflict.csv,data,2,"[""Suez-Tunnel"",""E-APP-ST-1020"",""Approval of tunnel alignment shop drawings"",""18"",""12-Nov-25"",""27-Dec-25"",""30-Apr-26"",""3-May-26"",""21-May-26"",""-165"",""Mock record: revised IFC/design clarification affected tunnel sequence; restart allowed after approved drawings and coordination closure.""]"
2026-08-15.lossless-project-input-bundle.v1,data/ifc_conflict.csv,01-data/import_templates/ifc_conflict.csv,data,3,"[""Suez-Tunnel"",""CON-ST-EXC-1010"",""Open cut excavation and shoring"",""18"",""29-Oct-25"",""20-Feb-26"",""30-Apr-26"",""5-May-26"",""23-May-26"",""-116"",""Mock record: revised IFC/design clarification affected tunnel sequence; restart allowed after approved drawings and coordination closure.""]"
2026-08-15.lossless-project-input-bundle.v1,data/ifc_conflict.csv,01-data/import_templates/ifc_conflict.csv,data,4,"[""Suez-Tunnel"",""CON-ST-RFT-1020"",""RFT for base slab reinforcement"",""18"",""28-Dec-25"",""22-Feb-26"",""30-Apr-26"",""7-May-26"",""25-May-26"",""-120"",""Mock record: revised IFC/design clarification affected tunnel sequence; restart allowed after approved drawings and coordination closure.""]"
2026-08-15.lossless-project-input-bundle.v1,data/milestones.csv,01-data/import_templates/milestones.csv,schema,0,"{""headers"":[""milestone_id"",""project_id"",""activity_name"",""planned_date"",""forecast_date"",""actual_date"",""milestone_contractual_type""],""source_sha256"":""4b071a9ae1e1719f488cd5eac458aec6a20c27c4a5f4b2a47b219a2f71708af2""}"
2026-08-15.lossless-project-input-bundle.v1,data/milestones.csv,01-data/import_templates/milestones.csv,data,1,"[""KD-MS-1000"",""Suez-Tunnel"",""Project Start Date"",""1-Sep-25"",""1-Sep-25"",""1-Sep-25"",""Start milestone""]"
2026-08-15.lossless-project-input-bundle.v1,data/milestones.csv,01-data/import_templates/milestones.csv,data,2,"[""KD-MS-1010"",""Suez-Tunnel"",""Contract Agreement"",""1-Sep-25"",""1-Sep-25"",""1-Sep-25"",""Start milestone""]"
2026-08-15.lossless-project-input-bundle.v1,data/milestones.csv,01-data/import_templates/milestones.csv,data,3,"[""KD-MS-1020"",""Suez-Tunnel"",""IFC Drawing Package"",""8-Sep-25"",""24-Sep-25"",""8-Sep-25"",""Key milestone""]"
2026-08-15.lossless-project-input-bundle.v1,data/milestones.csv,01-data/import_templates/milestones.csv,data,4,"[""KD-MS-5000"",""Suez-Tunnel"",""Structural Works Completion"",""1-Sep-26"",""19-Oct-26"","""",""Interim milestone""]"
2026-08-15.lossless-project-input-bundle.v1,data/milestones.csv,01-data/import_templates/milestones.csv,data,5,"[""KD-MS-9000"",""Suez-Tunnel"",""Substantial Completion"",""28-Feb-27"",""18-May-27"","""",""Finish milestone""]"
2026-08-15.lossless-project-input-bundle.v1,data/payments.csv,01-data/import_templates/payments.csv,schema,0,"{""headers"":[""project_id"",""payment"",""contract"",""project"",""invoice no"",""invoice date"",""certified amount"",""paid amount"",""payment status"",""Contractual interest due"",""Date of Cash Cheque Receipt"",""Period for payment release"",""Period in which interest is applied"",""Amount of interest claimed (EGP)"",""delayed duration(Days) "",""Unnamed: 14"",""Unnamed: 15"",""Unnamed: 16""],""source_sha256"":""05407bd0b2e52466d781eb03ca753a57abad48c674b4cf64d4191c53230e46fe""}"
2026-08-15.lossless-project-input-bundle.v1,data/payments.csv,01-data/import_templates/payments.csv,data,1,"[""Suez-Tunnel"",""1.0"",""ST-PH-01"",""Suez-Tunnel"",""1.0"",""15-Dec-25"",""58750000.00"",""58750000.00"",""Paid"",""45.0"",""3-Feb-26"",""50.0"",""5.0"",""35250.0000"",""5.0"","""","""",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/payments.csv,01-data/import_templates/payments.csv,data,2,"[""Suez-Tunnel"",""2.0"",""ST-PH-01"",""Suez-Tunnel"",""2.0"",""14-Jan-26"",""73750000.00"",""73750000.00"",""Paid"",""45.0"",""10-Mar-26"",""55.0"",""10.0"",""88500.0000"",""10.0"","""","""",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/payments.csv,01-data/import_templates/payments.csv,data,3,"[""Suez-Tunnel"",""3.0"",""ST-PH-01"",""Suez-Tunnel"",""3.0"",""13-Feb-26"",""88750000.00"",""88750000.00"",""Paid"",""45.0"",""14-Apr-26"",""60.0"",""15.0"",""159750.0000"",""15.0"","""","""",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/payments.csv,01-data/import_templates/payments.csv,data,4,"[""Suez-Tunnel"",""4.0"",""ST-PH-01"",""Suez-Tunnel"",""4.0"",""15-Mar-26"",""103750000.00"",""103750000.00"",""Paid"",""45.0"",""19-May-26"",""65.0"",""20.0"",""249000.0000"",""20.0"","""","""",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/payments.csv,01-data/import_templates/payments.csv,data,5,"[""Suez-Tunnel"",""5.0"",""ST-PH-01"",""Suez-Tunnel"",""5.0"",""14-Apr-26"",""118750000.00"",""73625000.00"",""Partially Paid"",""45.0"",""23-Jun-26"",""70.0"",""25.0"",""356250.0000"",""25.0"","""","""",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/payments.csv,01-data/import_templates/payments.csv,data,6,"[""Suez-Tunnel"",""6.0"",""ST-PH-01"",""Suez-Tunnel"",""6.0"",""14-May-26"",""133750000.00"",""82925000.00"",""Certified"",""45.0"","""","""",""0.0"",""0.0000"","""","""","""",""""]"
2026-08-15.lossless-project-input-bundle.v1,data/planned_cash_flow.csv,01-data/import_templates/planned_cash_flow.csv,schema,0,"{""headers"":[""project_id"",""period_date"",""planned_cash_out"",""planned_cumulative_cash_out"",""currency"",""basis"",""source_file"",""source_sheet"",""source_row"",""notes""],""source_sha256"":""939013ded9fd937a507cfdb493df74b1b490b09277184ef4d7f4de57275c0864""}"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,schema,0,"{""headers"":[""project_id"",""activity_id"",""update_date"",""planned_progress"",""actual_progress"",""planned_value"",""earned_value"",""actual_cost"",""notes""],""source_sha256"":""5f9c9e70d8d3acbcf1dd8eb0d03dd05145881b88a5379cdf632d54c92d8a0319""}"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,1,"[""Suez-Tunnel"",""KD-MS-1000"",""31-May-26"",""1.00"",""1.00"",""15060240.96"",""15060240.96"",""15963855.42"",""Progress aligned with update narrative""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,2,"[""Suez-Tunnel"",""KD-MS-1010"",""31-May-26"",""1.00"",""1.00"",""15060240.96"",""15060240.96"",""15963855.42"",""Progress aligned with update narrative""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,3,"[""Suez-Tunnel"",""KD-MS-1020"",""31-May-26"",""1.00"",""1.00"",""15060240.96"",""15060240.96"",""15963855.42"",""Progress aligned with update narrative""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,4,"[""Suez-Tunnel"",""KD-MOB-1000"",""31-May-26"",""1.00"",""1.00"",""30120481.93"",""30120481.93"",""31927710.84"",""Progress aligned with update narrative""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,5,"[""Suez-Tunnel"",""SUR-ST-1010"",""31-May-26"",""1.00"",""1.00"",""30120481.93"",""30120481.93"",""31927710.84"",""Progress aligned with update narrative""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,6,"[""Suez-Tunnel"",""E-SUB-ST-1020"",""31-May-26"",""1.00"",""0.83"",""45180722.89"",""37500000.00"",""39750000.00"",""Critical activity behind planned curve""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,7,"[""Suez-Tunnel"",""E-APP-ST-1020"",""31-May-26"",""0.80"",""0.66"",""36144578.31"",""30000000.00"",""31800000.00"",""Critical activity behind planned curve""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,8,"[""Suez-Tunnel"",""P-MDEL-ST-1000"",""31-May-26"",""0.72"",""0.60"",""54216867.47"",""45000000.00"",""47700000.00"",""Critical activity behind planned curve""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,9,"[""Suez-Tunnel"",""CON-ST-EXC-1010"",""31-May-26"",""0.82"",""0.68"",""123493975.90"",""102500000.00"",""108650000.00"",""Critical activity behind planned curve""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,10,"[""Suez-Tunnel"",""CON-ST-RFT-1020"",""31-May-26"",""0.60"",""0.50"",""90361445.78"",""75000000.00"",""79500000.00"",""Critical activity behind planned curve""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,11,"[""Suez-Tunnel"",""CON-ST-CON-1030"",""31-May-26"",""0.42"",""0.35"",""63253012.05"",""52500000.00"",""55650000.00"",""Progress aligned with update narrative""]"
2026-08-15.lossless-project-input-bundle.v1,data/progress_updates.csv,01-data/import_templates/progress_updates.csv,data,12,"[""Suez-Tunnel"",""CON-ST-WALL-1040"",""31-May-26"",""0.25"",""0.21"",""37650602.41"",""31250000.00"",""33125000.00"",""Progress aligned with update narrative""]"
